source,group,split,case,audit,gt,label,hybrid_trace,hybrid_column,hybrid_positive_frames,response_episode_count,response_episode_onsets,first_response_frame,backward36_window_start,eligible_candidate_count,eligible_candidate_frames,backward36_score,backward36_best_frame,future_pair_score_36,max_event_score,status
OLD29,FRESH20,FRESH20,Cosmos3_seed101_0042,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed101_0042_hybrid_trace.csv,hybrid_candidate,0,0,,,,0,,,,24.89084369821776,24.89084369821776,ABSTAIN_NO_RELIABLE_RESPONSE
OLD29,PRIMARY9,PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,16,2,"165,177",165.0,129.0,3,"130,145,166",7.1521097008911125,166.0,14.9862158756494,14.9862158756494,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0015,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0015_hybrid_trace.csv,hybrid_candidate,16,1,173,173.0,137.0,4,"138,150,154,163",39.52572902164562,138.0,39.52572902164562,39.52572902164562,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0019,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0019_hybrid_trace.csv,hybrid_candidate,59,4,"99,105,152,164",99.0,63.0,7,"65,70,82,94,96,127,158",28.76379731246848,70.0,28.76379731246848,28.76379731246848,OK
OLD29,PRIMARY9,PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,13,1,161,161.0,125.0,2,"139,154",0.0018480943807762,154.0,0.3704255956342378,0.6551218700999727,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0025,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0025_hybrid_trace.csv,hybrid_candidate,59,4,"107,137,162,183",107.0,71.0,9,"79,91,100,107,119,130,132,144,160",18.498285700377256,144.0,18.498285700377256,18.498285700377256,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0027,UNSCORED,UNRESOLVED,,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0027_hybrid_trace.csv,hybrid_candidate,0,0,,,,0,,,,0.3973747273619233,19.53385800424592,ABSTAIN_NO_RELIABLE_RESPONSE
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0029,NO_CONTACT,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0029_hybrid_trace.csv,hybrid_candidate,21,3,"108,120,172",108.0,72.0,5,"92,99,111,136,150",20.475462928800894,111.0,20.475462928800894,20.475462928800894,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0036,NO_CONTACT,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0036_hybrid_trace.csv,hybrid_candidate,41,3,"94,102,140",94.0,58.0,7,"63,67,79,91,96,115,127",11.350433822458124,67.0,11.350433822458124,11.350433822458124,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed102_0042,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed102_0042_hybrid_trace.csv,hybrid_candidate,0,0,,,,0,,,,,5.695239355912678,ABSTAIN_NO_RELIABLE_RESPONSE
OLD29,FRESH20,FRESH20,Cosmos3_seed103_0003,CONTACT_UNCERTAIN,UNRESOLVED,,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed103_0003_hybrid_trace.csv,hybrid_candidate,58,2,"75,81",75.0,39.0,2,"64,75",1.5409679113122383,75.0,76.91867903338876,76.91867903338876,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed103_0004,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed103_0004_hybrid_trace.csv,hybrid_candidate,114,3,"57,68,149",57.0,21.0,5,"24,47,49,63,114",5.346835366969258,114.0,50.0,50.0,OK
OLD29,PRIMARY9,PRIMARY9,Cosmos3_seed103_0011,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0011_hybrid_trace.csv,hybrid_candidate,70,3,"62,67,132",62.0,26.0,7,"35,47,51,59,97,99,123",18.498285700377256,35.0,18.498285700377256,18.498285700377256,OK
OLD29,PRIMARY9,PRIMARY9,Cosmos3_seed103_0022,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0022_hybrid_trace.csv,hybrid_candidate,39,2,"139,165",139.0,103.0,5,"105,117,127,129,141",50.0,141.0,50.0,50.0,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed103_0026,UNSCORED,UNRESOLVED,,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed103_0026_hybrid_trace.csv,hybrid_candidate,0,0,,,,0,,,,53.980120098499896,53.980120098499896,ABSTAIN_NO_RELIABLE_RESPONSE
OLD29,FRESH20,FRESH20,Cosmos3_seed103_0028,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed103_0028_hybrid_trace.csv,hybrid_candidate,5,1,152,152.0,116.0,3,"124,137,149",11.895254149238758,149.0,11.895254149238758,11.895254149238758,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed103_0035,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed103_0035_hybrid_trace.csv,hybrid_candidate,52,1,137,137.0,101.0,4,"104,116,127,128",0.3546750219864717,127.0,21.76810433975689,21.76810433975689,OK
OLD29,FRESH20,FRESH20,Cosmos3_seed103_0036,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/pipeline20_e2e_v1/motion_hybrid/Cosmos3_seed103_0036_hybrid_trace.csv,hybrid_candidate,0,0,,,,0,,,,,13.655903224901657,ABSTAIN_NO_RELIABLE_RESPONSE
OLD29,PRIMARY9,PRIMARY9,Cosmos3_seed103_0037,NO_CONTACT,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed103_0037_hybrid_trace.csv,hybrid_candidate,4,0,,,,0,,,,44.48017873814519,44.48017873814519,ABSTAIN_NO_RELIABLE_RESPONSE
PILOT5,PILOT5_CONTACT,FRESH20,Cosmos3_seed101_0035,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/table_pilot8_v1/motion_hybrid/Cosmos3_seed101_0035_hybrid_trace.csv,hybrid_candidate,24,2,"102,122",102.0,66.0,4,"93,96,105,117",0.2742752841191843,117.0,0.2742752841191843,0.2742752841191843,OK
PILOT5,PILOT5_CONTACT,FRESH20,Cosmos3_seed102_0018,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/table_pilot8_v1/motion_hybrid/Cosmos3_seed102_0018_hybrid_trace.csv,hybrid_candidate,21,1,169,169.0,133.0,4,"139,152,161,164",22.935133387070405,139.0,26.334513949546416,26.334513949546416,OK
PILOT5,PILOT5_CONTACT,FRESH20,Cosmos3_seed102_0020,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/table_pilot8_v1/motion_hybrid/Cosmos3_seed102_0020_hybrid_trace.csv,hybrid_candidate,84,1,97,97.0,61.0,5,"65,71,83,95,96",66.06668033739192,65.0,66.06668033739192,66.06668033739192,OK
PILOT5,PILOT5_CONTACT,FRESH20,Cosmos3_seed103_0008,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/table_pilot8_v1/motion_hybrid/Cosmos3_seed103_0008_hybrid_trace.csv,hybrid_candidate,109,1,75,75.0,39.0,3,"42,72,74",0.0480009820698962,74.0,58.96228401776607,58.96228401776607,OK
PILOT5,PILOT5_CONTACT,FRESH20,Cosmos3_seed103_0023,CONTACT,CONTACT,1.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/table_pilot8_v1/motion_hybrid/Cosmos3_seed103_0023_hybrid_trace.csv,hybrid_candidate,16,1,150,150.0,114.0,4,"119,126,131,143",8.540654847719477,143.0,8.540654847719477,8.540654847719477,OK
COSMOS25_4,COSMOS25_SELECTED4,COSMOS25,Cosmos2.5_0006,CLEAR_NO_CONTACT_VISIBLE_GAP_DEV_HISTORY,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/cosmos25_fourcase_v1/motion_hybrid/Cosmos2.5_0006_hybrid_trace.csv,hybrid_candidate,0,0,,,,0,,,,89.45901922372185,89.45901922372185,ABSTAIN_NO_RELIABLE_RESPONSE
COSMOS25_4,COSMOS25_SELECTED4,COSMOS25,Cosmos2.5_0013,HARD_SPECIAL_UNRESOLVED,UNRESOLVED,,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/cosmos25_fourcase_v1/motion_hybrid/Cosmos2.5_0013_hybrid_trace.csv,hybrid_candidate,22,1,70,70.0,34.0,2,"37,39",2.517788850975641,37.0,7.582335675583208,83.36461332737454,OK
COSMOS25_4,COSMOS25_SELECTED4,COSMOS25,Cosmos2.5_0024,CLEAR_NO_CONTACT_PROJECTED_OVERLAP,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/cosmos25_fourcase_v1/motion_hybrid/Cosmos2.5_0024_hybrid_trace.csv,hybrid_candidate,7,1,65,65.0,29.0,1,32,1.7682038629078571,32.0,1.7682038629078571,5.695239355912678,OK
COSMOS25_4,COSMOS25_SELECTED4,COSMOS25,Cosmos2.5_0028,PRE_CONTACT_SAM_MASK_DEV_HISTORY,NO_CONTACT,0.0,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/cosmos25_fourcase_v1/motion_hybrid/Cosmos2.5_0028_hybrid_trace.csv,hybrid_candidate,18,2,"41,87",41.0,5.0,5,"16,28,68,79,81",4.058378477641017,68.0,8.465394091961922,8.465394091961922,OK
