split,case,audit,eval_gt,target,frame,proposal_source,geom_d_norm,geom_d_px,p_separated,p_ambiguous,p_contact,contact_score,motion_any_video,motion_trace,motion_column,roi_dir,pre_12,post_12,order_factor_12,future_score_12,ordered_score_12,pre_24,post_24,order_factor_24,future_score_24,ordered_score_24,pre_36,post_36,order_factor_36,future_score_36,ordered_score_36,event_p_separated,event_p_ambiguous,event_p_contact,contact_event_score
PRIMARY9,Cosmos3_seed101_0023,NO_CONTACT,0.0,yellow cube,177,GLOBAL_CLOSEST,0.0,0.0,0.0014112964807789,0.7296431994883713,0.2689455040308497,63.37671037750354,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0023_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0023/frame_0177,1,1,0.5,63.37671037750354,31.68835518875177,1,1,0.5,63.37671037750354,31.68835518875177,1,1,0.5,63.37671037750354,31.68835518875177,0.9976582639124781,0.0011708680437610252,0.0011708680437610252,0.17563020656415376
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,3,TEMPORAL_BIN+GLOBAL_CLOSEST,1.9627044365966877,85.13545227050781,0.9999646011037928,3.535749683475079e-05,4.1399372485998155e-08,0.0017720147789861,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0003,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.9999981007672556,8.315287258506625e-07,1.0677040186982236e-06,0.00014834683816235549
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,60,TEMPORAL_BIN+GLOBAL_CLOSEST,1.958300063376032,85.00904846191406,0.9992896408377148,0.0007101736233491,1.855389362699061e-07,0.0355272350610862,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0060,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9999972580815008,1.3709592496662685e-06,1.3709592496662685e-06,0.00020564388744994026
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,74,TEMPORAL_BIN,1.9696747947140476,85.42334747314453,0.9997385969787688,0.0002612585232256,1.4449800576401066e-07,0.0130773759618588,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0074,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9999978645919577,1.0677040210928753e-06,1.0677040210928753e-06,0.00016015560316393128
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,103,TEMPORAL_BIN,1.980400992467216,85.837646484375,0.9999415928008816,5.829466394346913e-05,1.1253517512967429e-07,0.0029259867146864,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0103,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.999996868694328,1.7603464659052512e-06,1.3709592061239897e-06,0.00022511324390766155
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,139,GLOBAL_CLOSEST,1.035759421022214,44.82880783081055,0.9947488388279426,0.0052474345784128,3.7265936447155695e-06,0.2627443882851116,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0139,0,0,0.0,0.0,0.0,0,1,1.0,0.2627443882851116,0.2627443882851116,0,1,1.0,0.2627443882851116,0.2627443882851116,0.9999933710268997,3.726652901955405e-06,2.902320198278193e-06,0.00047656466492558954
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,154,TEMPORAL_BIN+GLOBAL_CLOSEST,0.6007019376888256,26.016706466674805,0.9240547122958068,0.075925139238851,2.014846534214677e-05,3.798271808476768,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0154,0,1,1.0,3.798271808476768,3.798271808476768,0,1,1.0,3.798271808476768,3.798271808476768,0,1,1.0,3.798271808476768,3.798271808476768,0.9999731682058812,1.6701700622160594e-05,1.0130093496681966e-05,0.0018480943807762263
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,166,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0246276717164186,0.9549999833106996,0.0111070174798091,0.987389811163647,0.0015031713565439,49.519807693836746,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0166,1,1,0.5,49.519807693836746,24.759903846918373,1,1,0.5,49.519807693836746,24.759903846918373,1,1,0.5,49.519807693836746,24.759903846918373,0.992926934399463,0.006737619288389393,0.00033544631214768155,0.3704255956342378
PRIMARY9,Cosmos3_seed102_0022,NO_CONTACT,0.0,brown paper cup,178,GLOBAL_CLOSEST,1.7227320045047392,37.56800079345703,0.0065307801384543,0.97067455739856,0.0227946624629857,50.813194116226576,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0022_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0022/frame_0178,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.9900800832074563,0.006737396183087978,0.0031825206094557384,0.6551218700999727
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,29,TEMPORAL_BIN,2.1723234955669937,35.11730194091797,0.9822352939955956,0.0177568145958563,7.891408547998247e-06,0.8886298706476168,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0029,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9999850847892205,4.785117324367831e-06,1.0130093455180294e-05,0.001252265211736421
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,61,TEMPORAL_BIN,0.1657142664491388,2.738600015640259,0.1821104763833179,0.8177581567661724,0.0001313668505096,40.90104452335958,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0061,0,1,1.0,40.90104452335958,40.90104452335958,0,1,1.0,40.90104452335958,40.90104452335958,0,1,1.0,40.90104452335958,40.90104452335958,0.9999063478538166,3.5357493904471636e-05,5.829465227895252e-05,0.007597339923118834
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,67,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0177561538105437,0.9813598193457403,0.0008840268437158,49.15639365165861,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0067,0,1,1.0,49.15639365165861,49.15639365165861,0,1,1.0,49.15639365165861,49.15639365165861,0,1,1.0,49.15639365165861,49.15639365165861,0.999329074585767,0.00033546270711643205,0.00033546270711643205,0.0503194060674648
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,90,GLOBAL_CLOSEST,0.0,0.0,0.0014575053553892,0.9847140688526002,0.0138284257920106,50.61854602183108,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0090,0,0,0.0,0.0,0.0,1,1,0.5,50.61854602183108,25.30927301091554,1,1,0.5,50.61854602183108,25.30927301091554,0.9943386464256491,0.002478673631645067,0.003182679942705974,0.44220167585285075
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,103,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0005896835398901,0.4997051582300549,0.4997051582300549,74.95577373450824,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0103,0,1,1.0,74.95577373450824,74.95577373450824,0,1,1.0,74.95577373450824,74.95577373450824,1,1,0.5,74.95577373450824,37.47788686725412,0.9085978509244804,0.01667408492212833,0.07472806415339125,8.306510661445541
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,115,GLOBAL_CLOSEST,0.0,0.0,0.0002612724911966,0.970468858913464,0.0292698685953393,51.45042980520714,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0115,1,1,0.5,51.45042980520714,25.72521490260357,1,1,0.5,51.45042980520714,25.72521490260357,1,1,0.5,51.45042980520714,25.72521490260357,0.9895061416797004,0.0052469291601497155,0.0052469291601497155,0.7870393740224573
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,153,TEMPORAL_BIN,0.1236993413403982,1.909999966621399,0.0019304308075428,0.9978083137923496,0.0002612554001074,49.91654122962824,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0153,0,1,1.0,49.91654122962824,49.91654122962824,0,1,1.0,49.91654122962824,49.91654122962824,1,1,0.5,49.91654122962824,24.95827061481412,0.9968986928893709,0.001930437549933696,0.0011708695606953243,0.2136088335662172
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,158,TEMPORAL_BIN+GLOBAL_CLOSEST,0.0,0.0,0.0009411366105542,0.6223319617912191,0.3767269015982266,68.78928824938362,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0158,1,1,0.5,68.78928824938362,34.39464412469181,1,1,0.5,68.78928824938362,34.39464412469181,1,1,0.5,68.78928824938362,34.39464412469181,0.9181313735377693,0.03584400850536734,0.046024617956863245,6.394662220954691
PRIMARY9,Cosmos3_seed101_0025,NO_CONTACT,0.0,yellow cube,170,GLOBAL_CLOSEST,0.0,0.0,0.0039614280435011,0.9732421275365628,0.0227964444199361,50.94175081882175,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed101_0025_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed101_0025/frame_0170,1,1,0.5,50.94175081882175,25.47087540941088,1,1,0.5,50.94175081882175,25.47087540941088,1,1,0.5,50.94175081882175,25.47087540941088,0.9915700617781783,0.003182644514193629,0.0052472937076281125,0.6838615964724927
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,3,TEMPORAL_BIN,4.088295489262819,138.432861328125,0.9999037758038845,9.611166093057802e-05,1.1253518510400513e-07,0.0048168365650393,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0003,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.9999987048096985,6.475951508182941e-07,6.475951508182941e-07,9.713927262274413e-05
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,56,TEMPORAL_BIN,4.203545842151259,142.41433715820312,0.9999037028069462,9.611165391404588e-05,1.8553913983805602e-07,0.0048241366096861,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0056,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.999996868694328,1.3709592061239897e-06,1.7603464659052512e-06,0.00024458260689672463
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,95,TEMPORAL_BIN,3.1803073577601864,107.73251342773438,0.9968158971359814,0.0031827319259827,1.3709380357691763e-06,0.1592736901027162,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0095,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.999990129134243,6.144212497450288e-06,3.72665325949313e-06,0.0006798759508218273
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,106,GLOBAL_CLOSEST,2.23057507089213,75.44508361816406,0.9040912206103368,0.0958973088360257,1.147055363753708e-05,4.796012497165038,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0106,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9999378983765715,4.539992455414856e-05,1.6701698874205816e-05,0.00394016611512801
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,118,GLOBAL_CLOSEST,0.6203958191268631,21.01000022888184,0.0231477939910064,0.9767288246839804,0.0001233813250129,48.84877936670032,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0118,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9997832440751724,0.00015846127831421148,5.829464651354452e-05,0.013752528567065027
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,126,TEMPORAL_BIN,0.3942505965181235,13.369999885559082,0.011107262505598,0.988557327229748,0.0003354102646538,49.4614073879528,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0126,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9990161732065233,0.00043074248924230153,0.0005530843042344613,0.07684555488556122
PRIMARY9,Cosmos3_seed102_0014,NO_CONTACT,0.0,white cup,130,GLOBAL_CLOSEST,0.3666484088841831,12.414999961853027,0.0015034310588452,0.9969931378823094,0.0015034310588452,50.0,1,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/motion_primary9_hybrid_veto_v1/Cosmos3_seed102_0014_hybrid_trace.csv,hybrid_candidate,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/vlm_contact_oracle9/whole_video_causal_v1/candidate_rois/PRIMARY9/Cosmos3_seed102_0014/frame_0130,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1.0,50.0,50.0,0.9976582639124781,0.0011708680437610252,0.0011708680437610252,0.17563020656415376
